relative_path,class_id,group_id,split
0/00000_00000_00017.png,0,0,train
0/00000_00000_00018.png,0,0,train
0/00000_00000_00019.png,0,0,train
0/00000_00000_00020.png,0,0,train
0/00000_00000_00021.png,0,0,train
0/00000_00000_00022.png,0,0,train
0/00000_00000_00023.png,0,0,train
0/00000_00000_00024.png,0,0,train
0/00000_00000_00025.png,0,0,train
0/00000_00000_00026.png,0,0,train
0/00000_00000_00027.png,0,0,train
0/00000_00000_00028.png,0,0,train
0/00000_00000_00029.png,0,0,train
0/00000_00001_00022.png,0,1,train
0/00000_00001_00023.png,0,2,train
0/00000_00001_00024.png,0,3,test
0/00000_00001_00025.png,0,0,train
0/00000_00001_00026.png,0,4,train
0/00000_00001_00027.png,0,0,train
0/00000_00001_00028.png,0,0,train
0/00000_00001_00029.png,0,2,train
0/00000_00002_00019.png,0,0,train
0/00000_00002_00020.png,0,0,train
0/00000_00002_00021.png,0,0,train
0/00000_00002_00022.png,0,0,train
0/00000_00002_00023.png,0,0,train
0/00000_00002_00024.png,0,0,train
0/00000_00002_00025.png,0,0,train
0/00000_00002_00026.png,0,0,train
0/00000_00002_00027.png,0,0,train
0/00000_00002_00028.png,0,5,train
0/00000_00002_00029.png,0,0,train
0/00000_00003_00019.png,0,0,train
0/00000_00003_00020.png,0,0,train
0/00000_00003_00021.png,0,0,train
0/00000_00003_00023.png,0,0,train
0/00000_00003_00024.png,0,0,train
0/00000_00003_00025.png,0,0,train
0/00000_00003_00026.png,0,0,train
0/00000_00003_00027.png,0,0,train
0/00000_00003_00028.png,0,0,train
0/00000_00003_00029.png,0,0,train
0/00000_00004_00000.png,0,0,train
0/00000_00004_00001.png,0,0,train
0/00000_00004_00002.png,0,0,train
0/00000_00004_00003.png,0,0,train
0/00000_00004_00004.png,0,0,train
0/00000_00004_00005.png,0,0,train
0/00000_00004_00006.png,0,0,train
0/00000_00004_00007.png,0,0,train
0/00000_00004_00008.png,0,0,train
0/00000_00004_00009.png,0,0,train
0/00000_00004_00010.png,0,0,train
0/00000_00004_00011.png,0,0,train
0/00000_00004_00012.png,0,0,train
0/00000_00004_00013.png,0,0,train
0/00000_00004_00014.png,0,0,train
0/00000_00004_00015.png,0,0,train
0/00000_00004_00016.png,0,0,train
0/00000_00004_00017.png,0,0,train
0/00000_00004_00018.png,0,0,train
0/00000_00004_00019.png,0,0,train
0/00000_00004_00020.png,0,0,train
0/00000_00004_00021.png,0,0,train
0/00000_00004_00022.png,0,0,train
0/00000_00004_00023.png,0,0,train
0/00000_00004_00024.png,0,0,train
0/00000_00004_00025.png,0,0,train
0/00000_00004_00026.png,0,0,train
0/00000_00004_00027.png,0,0,train
0/00000_00004_00028.png,0,0,train
0/00000_00004_00029.png,0,0,train
0/00000_00005_00021.png,0,0,train
0/00000_00005_00023.png,0,0,train
0/00000_00005_00024.png,0,6,train
0/00000_00005_00025.png,0,7,train
0/00000_00005_00026.png,0,8,train
0/00000_00005_00027.png,0,9,train
0/00000_00005_00028.png,0,0,train
0/00000_00005_00029.png,0,0,train
0/00000_00006_00012.png,0,10,train
0/00000_00006_00013.png,0,11,train
0/00000_00006_00014.png,0,12,test
0/00000_00006_00015.png,0,13,test
0/00000_00006_00016.png,0,0,train
0/00000_00006_00017.png,0,0,train
0/00000_00006_00018.png,0,0,train
0/00000_00006_00019.png,0,0,train
0/00000_00006_00020.png,0,0,train
0/00000_00006_00021.png,0,0,train
0/00000_00006_00022.png,0,0,train
0/00000_00006_00023.png,0,14,train
0/00000_00006_00024.png,0,15,test
0/00000_00006_00025.png,0,16,test
0/00000_00006_00027.png,0,17,train
0/00000_00006_00028.png,0,18,train
0/00001_00000_00000.png,0,19,train
0/00001_00000_00026.png,0,0,train
0/00001_00002_00011.png,0,20,train
0/00001_00002_00020.png,0,21,train
0/00001_00002_00021.png,0,21,train
0/00001_00002_00029.png,0,0,train
0/00001_00003_00020.png,0,22,test
0/00001_00003_00024.png,0,23,val
0/00001_00003_00025.png,0,24,train
0/00001_00004_00006.png,0,25,train
0/00001_00004_00007.png,0,26,train
0/00001_00004_00011.png,0,27,train
0/00001_00004_00026.png,0,28,val
0/00001_00004_00029.png,0,0,train
0/00001_00005_00024.png,0,29,train
0/00001_00006_00020.png,0,0,train
0/00001_00006_00025.png,0,0,train
0/00001_00007_00000.png,0,0,train
0/00001_00007_00024.png,0,30,train
0/00001_00008_00021.png,0,0,train
0/00001_00008_00028.png,0,31,train
0/00001_00009_00028.png,0,32,train
0/00001_00010_00028.png,0,0,train
0/00001_00010_00029.png,0,0,train
0/00001_00011_00026.png,0,0,train
0/00001_00011_00027.png,0,0,train
0/00001_00012_00026.png,0,0,train
0/00001_00014_00025.png,0,33,val
0/00001_00014_00026.png,0,34,train
0/00001_00015_00025.png,0,35,val
0/00001_00015_00026.png,0,36,val
0/00001_00015_00027.png,0,37,train
0/00001_00016_00021.png,0,0,train
0/00001_00016_00026.png,0,0,train
0/00001_00016_00027.png,0,0,train
0/00001_00017_00026.png,0,38,train
0/00001_00017_00027.png,0,39,train
0/00001_00018_00017.png,0,40,test
0/00001_00018_00023.png,0,41,train
0/00001_00020_00023.png,0,42,train
0/00001_00021_00028.png,0,43,train
0/00001_00022_00025.png,0,0,train
0/00001_00022_00026.png,0,0,train
0/00001_00026_00009.png,0,0,train
0/00001_00026_00025.png,0,0,train
0/00001_00027_00025.png,0,0,train
0/00001_00027_00029.png,0,0,train
0/00001_00028_00025.png,0,44,test
0/00001_00029_00015.png,0,45,train
0/00001_00029_00022.png,0,46,train
0/00001_00030_00021.png,0,0,train
0/00001_00030_00022.png,0,0,train
0/00001_00031_00026.png,0,47,test
0/00001_00032_00020.png,0,0,train
0/00001_00032_00024.png,0,0,train
0/00001_00033_00023.png,0,48,train
0/00001_00033_00027.png,0,49,test
0/00001_00033_00029.png,0,50,train
0/00001_00034_00024.png,0,0,train
0/00001_00034_00025.png,0,0,train
0/00001_00035_00027.png,0,51,val
0/00001_00035_00028.png,0,51,val
0/00001_00036_00027.png,0,0,train
0/00001_00037_00022.png,0,0,train
0/00001_00037_00026.png,0,52,test
0/00001_00038_00029.png,0,0,train
0/00001_00039_00019.png,0,0,train
0/00001_00039_00028.png,0,0,train
0/00001_00040_00017.png,0,0,train
0/00001_00040_00026.png,0,53,train
0/00001_00041_00016.png,0,0,train
0/00001_00041_00025.png,0,0,train
0/00001_00042_00022.png,0,0,train
0/00001_00042_00028.png,0,54,train
0/00001_00043_00018.png,0,55,train
0/00001_00043_00027.png,0,0,train
0/00001_00044_00026.png,0,0,train
0/00001_00044_00029.png,0,0,train
0/00001_00045_00009.png,0,0,train
0/00001_00045_00018.png,0,0,train
0/00001_00045_00028.png,0,0,train
0/00001_00046_00025.png,0,0,train
0/00001_00047_00022.png,0,0,train
0/00001_00047_00029.png,0,56,train
0/00001_00048_00027.png,0,57,test
0/00001_00048_00028.png,0,34,train
0/00001_00049_00026.png,0,0,train
0/00001_00049_00027.png,0,0,train
0/00001_00050_00024.png,0,0,train
0/00001_00051_00020.png,0,0,train
0/00001_00051_00021.png,0,0,train
0/00001_00051_00022.png,0,0,train
0/00001_00051_00023.png,0,0,train
0/00001_00051_00024.png,0,58,train
0/00001_00051_00028.png,0,59,train
0/00001_00051_00029.png,0,0,train
0/00001_00052_00026.png,0,0,train
0/00001_00053_00007.png,0,0,train
0/00001_00053_00016.png,0,0,train
0/00001_00053_00025.png,0,0,train
0/00001_00054_00022.png,0,0,train
0/00001_00054_00029.png,0,60,train
0/00001_00055_00000.png,0,61,train
0/00001_00055_00009.png,0,0,train
0/00001_00055_00026.png,0,62,train
0/00001_00056_00015.png,0,0,train
0/00001_00056_00024.png,0,0,train
0/00001_00057_00028.png,0,0,train
0/00001_00058_00018.png,0,0,train
0/00001_00058_00027.png,0,63,test
0/00001_00059_00019.png,0,64,train
0/00001_00059_00027.png,0,65,train
0/00001_00060_00017.png,0,66,train
0/00001_00060_00026.png,0,67,train
